Subclass	Order	Species	BMR_(mlO2/hour)	Body_mass_for_BMR_(gr)	Reference_for_BMR	FMR_(kJ/day)	Body_mass_for_FMR_(gr)	Reference_for_FMR
Eutheria	Rodentia	Spermophilus_townsendii	105.34	229	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Spermophilus_tridecemlineatus	140.44	205.43	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Spermophilus_undulatus	667.08	680	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Steatomys_pratensis	18.77	37.54	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Stochomys_longicaudatus	97.5	84.2	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Tachyorcyctes_splendens	150.89	191	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Tamias_alpinus	57.7	39	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Tamias_amoenus	96.27	57.1	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Tamias_merriami	78.75	75	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Tamias_minimus	72.73	45.8	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Tamias_palmeri	113.1	69.4	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Tamias_striatus	90	87.4	White_et_al06BiolLett	143	96.3	Nagy_et_al99
Eutheria	Rodentia	Tamiasciurus_hudsonicus	254.6	228.3	White_et_al06BiolLett	347	322	Anderson_&_Jetz_2005
Eutheria	Rodentia	Tatera_afra	182.115	106.5	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Tatera_indica	75.7	87	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Tatera_leucogaster	132.56	157.62	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Thallomys_paedulcus	87.27	132.425	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Thomomys_bottae	120.12	143	White_et_al06BiolLett	130	104	Nagy_et_al99
Eutheria	Rodentia	Thomomys_talpoides	142.04	106.8	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Thomomys_umbrinus	72.25	85	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Thrichomys_apereoides	206.7	323	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Tympanoctomys_barrerae	77.112	71.4	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Uromys_caudimaculatus	570.8	812	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Rodentia	Xerus_inauris	326.28	542	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Xerus_princeps	340.13	602	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Zapus_hudsonicus	35.7	23.8	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Rodentia	Zyzomys_argurus	-9999	-9999	-9999	15.6	46.8	Anderson_&_Jetz_2005
Eutheria	Scandentia	Orycteropus_afer	6144	48000	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Scandentia	Ptilocerus_lowii	43.5	58	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Scandentia	Tupaia_glis	93.48	123	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Scandentia	Urogale_everetti	224.1	260.6	White&Seymour03PNAS	-9999	-9999	-9999
Eutheria	Xenarthra	Bradypus_variegatus	685.99	3790	White_et_al06BiolLett	545	4150	Nagy_et_al99
Eutheria	Xenarthra	Cabassous_centralis	916.8	4330	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Xenarthra	Chaetophractus_nationi	559	2150	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Xenarthra	Chaetophractus_vellorosus	306.36	1110	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Xenarthra	Chaetophractus_villosus	808.12	4540	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Xenarthra	Choloepus_hoffmanni	603.2	3770	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Xenarthra	Cyclopes_didactylus	114.48	240	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Xenarthra	Dasypus_novemcinctus	865.22	3510	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Xenarthra	Euphractus_sexcinctus	1236.69	8190	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Xenarthra	Myrmecophaga_tridactyla	2607.17	30600	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Xenarthra	Priodontes_maximus	3027.73	45190	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Xenarthra	Tamandua_mexicana	991.52	3976.67	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Xenarthra	Tamandua_tetradactyla	898.8	3500	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Xenarthra	Tolypeutes_matacus	209.96	1160	White_et_al06BiolLett	-9999	-9999	-9999
Eutheria	Xenarthra	Zaedyus_pichi	393.24	1740	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Dasyuromorpha	Antechinomys_laniger_(Sminthopsis_laniger)	25.28	25.8	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Dasyuromorpha	Antechinus_flavipes	45.105	46.5	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Dasyuromorpha	Antechinus_stuartii	33.79	28.2	White_et_al06BiolLett	70.4	25.3	Nagy_&_Bradshaw_2000
Marsupialia	Dasyuromorpha	Antechinus_swainsonii	63	66.9	White_et_al06BiolLett	134	47.5	Nagy_&_Bradshaw_2000
Marsupialia	Dasyuromorpha	Dasycercus_cristicaudata	51.01	101	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Dasyuromorpha	Dasyuroides_byrnei_(Dasycercus_byrnei)	71.71	91.71	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Dasyuromorpha	Dasyurus_geoffroyi	568.68	1354	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Dasyuromorpha	Dasyurus_hallucatus	243.01	558	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Dasyuromorpha	Dasyurus_maculatus	558.06	1782	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Dasyuromorpha	Dasyurus_viverrinus	396.2	982	White_et_al06BiolLett	793	1029	Anderson_&_Jetz_2005
Marsupialia	Dasyuromorpha	Myrmecobius_fasciatus	142.4	400	White_et_al06BiolLett	268.9	488.2	Cooper_et_al03
Marsupialia	Dasyuromorpha	Ningaui_yvonnae	15.66	11.6	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Dasyuromorpha	Paranthechinus_apicalis	-9999	-9999	-9999	94.25	51.5	Speakman_2000
Marsupialia	Dasyuromorpha	Phascogale_calura	-9999	-9999	-9999	61.9	33.5	Nagy_&_Bradshaw_2000
Marsupialia	Dasyuromorpha	Phascogale_tapoatafa	127.17	157	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Dasyuromorpha	Planigale_gilesi	6.98	9.07	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Dasyuromorpha	Planigale_ingrami	11.3	7.1	White&Seymour03PNAS	-9999	-9999	-9999
Marsupialia	Dasyuromorpha	Planigale_maculata	12	10.8	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Dasyuromorpha	Planigale_tenuirostris	11.289	7.1	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Dasyuromorpha	Sarcophilus_harrisii_(Sarcophilus_laniarius)	1325.363	5775	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Dasyuromorpha	Sminthopsis_crassicaudata	25.1	16.4	White_et_al06BiolLett	49	11.4	Nagy_&_Bradshaw_2000
Marsupialia	Dasyuromorpha	Sminthopsis_macroura	22.54	19.35	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Dasyuromorpha	Sminthopsis_murina	21.47	19	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Didelphimorphia	Caluromys_derbianus	225.03	328.5	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Didelphimorphia	Chironectes_minimus	456.5	934.5	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Didelphimorphia	Didelphis_marsupialis	570.605	1164.5	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Didelphimorphia	Didelphis_virginiana	831.93	2488.33	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Didelphimorphia	Gracilinanus_microtarsus	18.72	13	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Didelphimorphia	Lutreolina_crassicaudata	406	812	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Didelphimorphia	Marmosa_robinsoni	97.6	122	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Didelphimorphia	Metachirus_nudicaudatus	204.96	336	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Didelphimorphia	Monodelphis_brevicaudata	56.51	75.5	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Didelphimorphia	Monodelphis_domestica	60.01	104	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Didelphimorphia	Philander_opossum	337.95	751	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Diprodontia	Acrobates_pygmaeus	15.12	14	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Diprodontia	Aepyprimnus_rufescens	1071.6	2820	White_et_al06BiolLett	1430	2860	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Bettongia_gaimardi	641.255	1385	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Diprodontia	Bettongia_lesueur	-9999	-9999	-9999	442	720	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Bettongia_penicillata	561.4	1018	White_et_al06BiolLett	603	1100	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Burramys_parvus	36.769	44.3	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Diprodontia	Cercartetus_conncinnus	22.32	18.6	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Diprodontia	Cercartetus_lepidus	18.774	12.6	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Diprodontia	Cercartetus_nanus	60.2	70	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Diprodontia	Dendrolagus_matschiei	1426.8	6960	White&Seymour03PNAS	-9999	-9999	-9999
Marsupialia	Diprodontia	Gymnobelideus_leadbeateri	102.9	166	White&Seymour03PNAS	225.5	125	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Hemibelideus_lemuroides	-9999	-9999	-9999	675	1026	Speakman_2000
Marsupialia	Diprodontia	Lagorchestes_conspicillatus	851.2	2660	White&Seymour03PNAS	680	2529	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Lagorchestes_hirsutus	-9999	-9999	-9999	596.5	1402	Speakman_2000
Marsupialia	Diprodontia	Lasiorhinus_krefftii	-9999	-9999	-9999	4915.1	23412.5	Evans_et_al03
Marsupialia	Diprodontia	Lasiorhinus_latifrons	2991.7	29917	White_et_al06BiolLett	3802.4	28000	Evans_et_al03
Marsupialia	Diprodontia	Macropus_eugenii	1390.2	4878	White&Seymour03PNAS	1150	4380	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Macropus_giganteus	-9999	-9999	-9999	8170	43900	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Macropus_robustus	5684.2	29300	White&Seymour03PNAS	1572	12912	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Macropus_rufus	5848.2	32490	White&Seymour03PNAS	-9999	-9999	-9999
Marsupialia	Diprodontia	Petauroides_volans	573.9	1141	White_et_al06BiolLett	520	995	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Petaurus_breviceps	89.9	127	White_et_al06BiolLett	172.5	123.5	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Petrogale_lateralis	-9999	-9999	-9999	610	2205	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Petrogale_xanthopus	-9999	-9999	-9999	2210	8900	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Phascolarctos_cinereus	1034	4765	White_et_al06BiolLett	1710	7520	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Potorous_tridactylus	416.4	976	White_et_al06BiolLett	517	835	Nagy_et_al99
Marsupialia	Diprodontia	Pseudocheirus_herbertensis	-9999	-9999	-9999	446	1103	Speakman_2000
Marsupialia	Diprodontia	Pseudocheirus_peregrinus	430.5	916	White_et_al06BiolLett	599	853	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Setonix_brachyurus	834.3	2674	White&Seymour03PNAS	548	1900	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Spilocuscus_maculatus	1143.25	4250	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Diprodontia	Tarsipes_rostratus	29	10	White_et_al06BiolLett	34.4	9.9	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Thylogale_billardierii	-9999	-9999	-9999	1630	5980	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Trichosurus_arnhemensis	731.6	2005	White_et_al06BiolLett	324	1103	Nagy_&_Bradshaw_2000
Marsupialia	Diprodontia	Vombatus_ursinus	-9999	-9999	-9999	7935.2	33453.75	Evans_et_al03
Marsupialia	Notoryctemorphia	Notoryctes_caurinus	21.42	34	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Peramelemorphia	Echymipera_kalabu	340.55	695	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Peramelemorphia	Echymipera_rufescens_	421.43	751.29	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Peramelemorphia	Isoodon_auratus	149.8	428	White_et_al06BiolLett	211	358	Nagy_&_Bradshaw_2000
Marsupialia	Peramelemorphia	Isoodon_macrourus	573.87	1551	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Peramelemorphia	Isoodon_obesulus	222.27	717	White_et_al06BiolLett	690	1232	Nagy_&_Bradshaw_2000
Marsupialia	Peramelemorphia	Macrotis_lagotis	449.665	1294	White_et_al06BiolLett	594.6	888	Anderson_&_Jetz_2005
Marsupialia	Peramelemorphia	Perameles_gunni	420.174	837	White_et_al06BiolLett	-9999	-9999	-9999
Marsupialia	Peramelemorphia	Perameles_nasuta	316.05	645	White_et_al06BiolLett	-9999	-9999	-9999
Monotremata	Monotremata	Ornithorhynchus_anatinus	194.04	693	White_et_al06BiolLett	-9999	-9999	-9999
Monotremata	Monotremata	Tachyglossus_aculeatus	430.55	2725	White_et_al06BiolLett	875	2860	Nagy_et_al99
Monotremata	Monotremata	Zaglossus_bruijni	1215.4	10300	White_et_al06BiolLett	-9999	-9999	-9999
